MSOA21CD,RUC21CD,RUC21NM,Rural Urban flag,RUC21 settlement class,Proportion of population in settlement class (%),RUC21 relative access,Proportion of population in relative access category (%)
E02005581,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,91.8,Nearer to a major town or city,65.8
E02005582,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,50.3,Further from a major town or city,97.2
E02005583,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,80.6,Nearer to a major town or city,65.5
E02005584,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005585,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005586,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005587,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005588,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005589,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005592,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005593,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005594,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005595,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005596,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005598,UN1,Urban: Nearer to a major town or city,Urban,Urban,65.5,Nearer to a major town or city,100
E02005599,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,93.5,Nearer to a major town or city,100
E02005600,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,64,Nearer to a major town or city,96.3
E02005601,UN1,Urban: Nearer to a major town or city,Urban,Urban,97.6,Nearer to a major town or city,100
E02005602,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,60.4,Nearer to a major town or city,100
E02005603,UN1,Urban: Nearer to a major town or city,Urban,Urban,89.5,Nearer to a major town or city,100
E02005604,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,57.3,Nearer to a major town or city,100
E02005605,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,51.1,Nearer to a major town or city,100
E02005606,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,100,Further from a major town or city,80.9
E02005607,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,59.8,Nearer to a major town or city,87.7
E02005608,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,89.1,Further from a major town or city,55.9
E02005609,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,67.2,Further from a major town or city,96.8
E02005610,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,86.2,Further from a major town or city,100
E02005611,UF1,Urban: Further from a major town or city,Urban,Urban,98.1,Further from a major town or city,100
E02005612,UF1,Urban: Further from a major town or city,Urban,Urban,55.3,Further from a major town or city,100
E02005613,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005614,UF1,Urban: Further from a major town or city,Urban,Urban,93.9,Further from a major town or city,100
E02005615,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005616,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005617,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005619,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,89.3,Nearer to a major town or city,100
E02005620,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,76.9,Nearer to a major town or city,100
E02005621,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,56.3,Nearer to a major town or city,100
E02005622,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,51.5,Nearer to a major town or city,100
E02005623,UN1,Urban: Nearer to a major town or city,Urban,Urban,71.3,Nearer to a major town or city,100
E02005624,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005625,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005626,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005627,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,66.2,Nearer to a major town or city,100
E02005628,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,62.2,Further from a major town or city,50.5
E02005629,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,69.7,Nearer to a major town or city,96.2
E02005630,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,59.1,Nearer to a major town or city,90.1
E02005631,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,74.7,Further from a major town or city,97.8
E02005632,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,61.3,Nearer to a major town or city,68.1
E02005633,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005634,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,96,Nearer to a major town or city,100
E02005635,UN1,Urban: Nearer to a major town or city,Urban,Urban,93.4,Nearer to a major town or city,100
E02005636,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005637,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005638,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005639,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,67.4,Further from a major town or city,100
E02005640,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005641,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,100,Nearer to a major town or city,100
E02005642,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005643,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005644,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005645,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005646,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005647,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005648,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005650,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005651,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005652,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005653,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005654,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005655,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005656,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005657,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005658,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005659,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005660,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005661,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005662,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005663,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005664,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005665,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005666,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005667,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005668,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005669,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005670,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005671,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005672,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005673,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005674,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005675,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005676,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005677,UN1,Urban: Nearer to a major town or city,Urban,Urban,93.5,Nearer to a major town or city,100
E02005679,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005680,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005681,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,79.9,Nearer to a major town or city,100
E02005682,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,72.4,Nearer to a major town or city,100
E02005683,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,52.5,Nearer to a major town or city,100
E02005684,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,46.5,Nearer to a major town or city,100
E02005685,UN1,Urban: Nearer to a major town or city,Urban,Urban,81.7,Nearer to a major town or city,100
E02005686,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,51.5,Further from a major town or city,100
E02005687,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,61.9,Nearer to a major town or city,69.7
E02005688,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,77.7,Nearer to a major town or city,100
E02005689,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005690,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005691,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,65.8,Further from a major town or city,100
E02005692,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,61.7,Nearer to a major town or city,100
E02005693,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005694,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005695,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005696,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005697,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005698,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005699,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005700,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,58.7,Nearer to a major town or city,100
E02005701,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,91.8,Nearer to a major town or city,100
E02005702,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,62.2,Further from a major town or city,100
E02005703,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,100,Further from a major town or city,100
E02005704,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,65.7,Further from a major town or city,91.4
E02005705,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,62.7,Further from a major town or city,82.1
E02005706,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005707,UF1,Urban: Further from a major town or city,Urban,Urban,56.6,Further from a major town or city,100
E02005708,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,57.9,Further from a major town or city,100
E02005709,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005710,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005711,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005712,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005713,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005715,UN1,Urban: Nearer to a major town or city,Urban,Urban,94,Nearer to a major town or city,100
E02005717,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,90.9,Nearer to a major town or city,100
E02005718,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005719,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,97,Nearer to a major town or city,100
E02005720,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,66.1,Nearer to a major town or city,61.9
E02005721,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,60.6,Nearer to a major town or city,100
E02005722,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,90.2,Nearer to a major town or city,100
E02005723,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005724,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005725,UN1,Urban: Nearer to a major town or city,Urban,Urban,85.5,Nearer to a major town or city,100
E02005726,UN1,Urban: Nearer to a major town or city,Urban,Urban,52.4,Nearer to a major town or city,100
E02005727,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,90.9,Further from a major town or city,85.4
E02005728,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,50.3,Further from a major town or city,94.9
E02005729,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,52.1,Nearer to a major town or city,100
E02005730,UN1,Urban: Nearer to a major town or city,Urban,Urban,86.6,Nearer to a major town or city,100
E02005731,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005733,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,80.5,Further from a major town or city,73.7
E02005734,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,100,Nearer to a major town or city,100
E02005735,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005736,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005739,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,82.9,Nearer to a major town or city,100
E02005740,UN1,Urban: Nearer to a major town or city,Urban,Urban,91.5,Nearer to a major town or city,100
E02005741,UN1,Urban: Nearer to a major town or city,Urban,Urban,93.5,Nearer to a major town or city,100
E02005742,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,53.3,Further from a major town or city,100
E02005744,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,66.8,Further from a major town or city,100
E02005746,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005747,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005748,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,61.6,Nearer to a major town or city,71.2
E02005749,UN1,Urban: Nearer to a major town or city,Urban,Urban,86.5,Nearer to a major town or city,60.9
E02005750,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,68.1,Nearer to a major town or city,100
E02005751,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,54.4,Nearer to a major town or city,100
E02005752,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,64.5,Nearer to a major town or city,100
E02005754,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,52.7,Nearer to a major town or city,65.7
E02005755,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,67.2,Nearer to a major town or city,87.3
E02005756,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,100,Further from a major town or city,74
E02005757,UN1,Urban: Nearer to a major town or city,Urban,Urban,75.6,Nearer to a major town or city,58.9
E02005758,UF1,Urban: Further from a major town or city,Urban,Urban,51.2,Further from a major town or city,81.4
E02005759,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,50.2,Nearer to a major town or city,93.1
E02005760,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,100,Nearer to a major town or city,87.1
E02005761,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,79.8,Further from a major town or city,54.8
E02005762,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005763,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,91.2,Nearer to a major town or city,73.8
E02005764,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005765,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,50.4,Nearer to a major town or city,100
E02005766,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,77.7,Nearer to a major town or city,88.9
E02005767,UN1,Urban: Nearer to a major town or city,Urban,Urban,55.7,Nearer to a major town or city,100
E02005768,UN1,Urban: Nearer to a major town or city,Urban,Urban,54.3,Nearer to a major town or city,100
E02005769,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005770,UN1,Urban: Nearer to a major town or city,Urban,Urban,97.6,Nearer to a major town or city,100
E02005771,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005772,UN1,Urban: Nearer to a major town or city,Urban,Urban,79.2,Nearer to a major town or city,100
E02005773,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005774,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005775,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005776,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,83.8,Nearer to a major town or city,100
E02005777,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005778,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,91.8,Nearer to a major town or city,94
E02005779,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005780,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005781,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,88.4,Nearer to a major town or city,100
E02005782,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,100,Nearer to a major town or city,100
E02005783,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,93.2,Nearer to a major town or city,100
E02005784,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,59.9,Nearer to a major town or city,100
E02005785,UN1,Urban: Nearer to a major town or city,Urban,Urban,98.4,Nearer to a major town or city,100
E02005786,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,100,Further from a major town or city,93.3
E02005787,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,66,Further from a major town or city,71.8
E02005788,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,56.5,Further from a major town or city,100
E02005789,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,78.4,Further from a major town or city,100
E02005790,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,76.1,Further from a major town or city,100
E02005791,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,82.4,Further from a major town or city,100
E02005794,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,100,Nearer to a major town or city,54.7
E02005795,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005796,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,96.9,Further from a major town or city,89.7
E02005797,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005798,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,75.3,Further from a major town or city,100
E02005799,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005800,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005801,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005802,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005803,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005804,UF1,Urban: Further from a major town or city,Urban,Urban,100,Further from a major town or city,100
E02005805,UF1,Urban: Further from a major town or city,Urban,Urban,92.2,Further from a major town or city,100
E02005806,UF1,Urban: Further from a major town or city,Urban,Urban,89.4,Further from a major town or city,100
E02005807,RSF1,Smaller rural: Further from a major town or city,Rural,Smaller rural,51,Further from a major town or city,100
E02005808,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,83.2,Further from a major town or city,100
E02005809,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,80.6,Nearer to a major town or city,100
E02005810,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,78.9,Nearer to a major town or city,100
E02005811,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,37.4,Nearer to a major town or city,100
E02005812,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,96.6,Nearer to a major town or city,100
E02005813,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005814,UN1,Urban: Nearer to a major town or city,Urban,Urban,97.4,Nearer to a major town or city,73.3
E02005815,UF1,Urban: Further from a major town or city,Urban,Urban,43.1,Further from a major town or city,82.6
E02005816,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,63.3,Further from a major town or city,51.4
E02005817,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,51,Nearer to a major town or city,93.7
E02005818,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,68,Nearer to a major town or city,95.2
E02005819,UN1,Urban: Nearer to a major town or city,Urban,Urban,94.4,Nearer to a major town or city,100
E02005820,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005821,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005822,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005823,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005824,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005825,UN1,Urban: Nearer to a major town or city,Urban,Urban,94.3,Nearer to a major town or city,100
E02005826,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005827,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005828,UN1,Urban: Nearer to a major town or city,Urban,Urban,83.1,Nearer to a major town or city,100
E02005829,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005830,UN1,Urban: Nearer to a major town or city,Urban,Urban,48.3,Nearer to a major town or city,100
E02005831,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005832,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005833,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005834,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005835,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,75.4,Nearer to a major town or city,100
E02005836,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,83.3,Nearer to a major town or city,69.5
E02005837,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,81.6,Nearer to a major town or city,100
E02005838,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,94.3,Nearer to a major town or city,100
E02005839,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005840,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005842,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005843,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,91.1
E02005844,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005846,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005847,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005848,UN1,Urban: Nearer to a major town or city,Urban,Urban,67.2,Nearer to a major town or city,95.9
E02005849,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,67,Nearer to a major town or city,98.6
E02005850,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005851,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005852,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005853,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005856,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005857,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005858,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005859,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005860,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005861,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005862,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005863,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005864,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005865,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,72.8,Nearer to a major town or city,100
E02005866,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,81.5,Nearer to a major town or city,100
E02005868,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005869,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005870,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005871,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005872,UN1,Urban: Nearer to a major town or city,Urban,Urban,79.3,Nearer to a major town or city,100
E02005873,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005874,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005875,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005876,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005877,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005878,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005879,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005880,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,73.9,Further from a major town or city,54.8
E02005881,RLF1,Larger rural: Further from a major town or city,Rural,Larger rural,93.3,Further from a major town or city,93.3
E02005882,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02005883,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
