lsoacode,dwe_p45pc,dwe_p16pc,dwe_modbp,dwe_mo20bp,dwe_medbp,dwe_mdargb
E01016030,0.8268,0.0014,H,H,H,"rgb(188,177,54)"
E01016032,0.5098,0,I,I,I,"rgb(130,127,125)"
E01016034,0.543,0.0192,K,K,H,"rgb(136,108,116)"
E01016038,0.2208,0.0289,A,A,B,"rgb(56,79,198)"
E01016150,0.5151,0.0166,D,D,E,"rgb(61,214,164)"
E01016154,0.17,0.029,D,D,D,"rgb(39,129,211)"
E01016156,1,0.0015,G,G,G,"rgb(179,253,0)"
E01016157,0.7873,0.181,F,F,F,"rgb(106,155,58)"
E01016158,0.9791,0.002,F,F,G,"rgb(132,174,20)"
E01016031,0.4096,0.0609,A,A,A,"rgb(101,88,150)"
E01016041,0.1935,0.0138,A,A,A,"rgb(48,30,205)"
E01016045,0.0489,0,A,A,A,"rgb(22,25,242)"
E01016049,0.3093,0,A,A,A,"rgb(64,63,176)"
E01016040,0.1805,0.0128,A,A,B,"rgb(46,71,208)"
E01016042,0.0248,0,A,A,A,"rgb(5,32,249)"
E01016043,0.1038,0.0176,C,C,C,"rgb(14,135,231)"
E01016177,0.0049,0.0016,C,C,C,"rgb(4,98,254)"
E01016178,0.0749,0,B,B,B,"rgb(12,92,235)"
E01016117,0.5509,0.021,A,A,F,"rgb(96,103,114)"
E01016129,0.9869,0.0101,J,J,J,"rgb(178,156,3)"
E01016130,0.4456,0.1041,A,A,B,"rgb(111,73,141)"
E01016131,0.305,0.0012,A,A,C,"rgb(68,88,179)"
E01016016,0.6567,0.0014,I,I,G,"rgb(139,190,95)"
E01016017,0.5012,0.0116,A,A,F,"rgb(76,115,127)"
E01016019,0.1959,0,A,A,A,"rgb(45,31,205)"
E01016110,0.635,0.1499,A,A,J,"rgb(153,48,93)"
E01016111,0.5232,0.094,A,A,F,"rgb(116,103,121)"
E01016044,0.0894,0,A,A,A,"rgb(19,18,232)"
E01016046,0.0401,0,A,A,B,"rgb(6,38,247)"
E01016047,0.064,0.0015,A,A,B,"rgb(15,33,238)"
E01016048,0.1175,0.014,B,B,B,"rgb(26,59,225)"
E01016113,0.2754,0.0177,D,D,D,"rgb(26,182,203)"
E01016114,0.1373,0,A,A,A,"rgb(35,53,220)"
E01016115,0.4757,0.0012,C,C,D,"rgb(69,157,157)"
E01016118,0.0826,0.0013,A,A,B,"rgb(13,95,234)"
E01016160,1,0,F,F,F,"rgb(25,243,17)"
E01016161,0.9987,0.0013,F,F,F,"rgb(30,245,43)"
E01016162,0.5223,0,D,D,E,"rgb(97,210,136)"
E01016163,0.647,0,E,E,E,"rgb(18,216,178)"
E01016164,0.9397,0.0151,F,F,F,"rgb(19,243,81)"
E01016165,0.4758,0.0204,D,D,D,"rgb(59,201,134)"
E01016159,0.4555,0.0363,C,C,D,"rgb(72,169,166)"
E01016174,0.0665,0.0019,B,B,B,"rgb(6,80,241)"
E01016175,0.4661,0.0039,D,D,D,"rgb(66,179,156)"
E01016179,0.1031,0.0019,D,D,C,"rgb(15,145,232)"
E01016061,0.194,0,A,A,B,"rgb(39,71,205)"
E01016063,0.4428,0,A,A,B,"rgb(103,117,142)"
E01016064,0.6621,0.0137,A,X,G,"rgb(129,133,93)"
E01016069,0.1603,0.0123,A,A,A,"rgb(37,38,216)"
E01016020,0.3327,0.0185,D,D,D,"rgb(59,162,173)"
E01016021,0.1272,0.0015,A,A,C,"rgb(20,101,222)"
E01016022,0.1371,0.0017,B,B,B,"rgb(26,97,223)"
E01016125,0.1679,0.0163,B,B,C,"rgb(37,101,212)"
E01016018,0.2478,0.0012,B,B,B,"rgb(63,67,191)"
E01016023,0.1801,0.0177,C,C,D,"rgb(45,144,209)"
E01016024,0.0805,0,B,B,B,"rgb(20,45,234)"
E01016062,0.5488,0.0016,G,G,F,"rgb(96,163,121)"
E01016093,0.758,0.0662,F,F,F,"rgb(97,180,64)"
E01016096,0.8423,0,F,F,F,"rgb(21,211,51)"
E01016166,0.8427,0.0016,G,G,F,"rgb(96,222,78)"
E01016167,0.6553,0,D,D,E,"rgb(53,231,133)"
E01016116,0.9869,0,E,E,E,"rgb(21,250,174)"
E01016127,0.6721,0.0285,F,F,F,"rgb(63,164,107)"
E01016128,0.8374,0.0033,E,E,E,"rgb(56,228,150)"
E01016132,0.4972,0.0181,D,D,D,"rgb(83,155,136)"
E01016094,0.7755,0.034,H,H,G,"rgb(169,191,60)"
E01016095,0.8934,0,J,J,H,"rgb(206,178,30)"
E01016097,0.8763,0,H,H,G,"rgb(161,235,31)"
E01016098,0.4603,0.0148,A,A,D,"rgb(93,119,137)"
E01016102,0.8595,0.0031,G,G,G,"rgb(122,189,65)"
E01016119,0.8076,0.0035,D,X,H,"rgb(138,187,62)"
E01016120,0.9983,0.0166,F,F,F,"rgb(93,246,22)"
E01016124,0.3832,0.0154,D,D,D,"rgb(57,191,162)"
E01016126,0.1981,0.0016,D,D,D,"rgb(34,184,207)"
E01016025,0.3787,0.0031,D,D,D,"rgb(79,200,158)"
E01016065,0.9832,0,F,F,F,"rgb(93,231,4)"
E01016066,0.9684,0.0617,G,G,G,"rgb(137,223,48)"
E01016067,0.9218,0.0029,E,E,E,"rgb(49,232,155)"
E01016068,0.9103,0.0044,E,E,E,"rgb(65,229,147)"
E01016026,0.7428,0,J,J,J,"rgb(180,98,69)"
E01016027,0.8806,0,G,G,G,"rgb(122,218,33)"
E01016028,0.6742,0.0184,G,G,F,"rgb(94,175,93)"
E01016029,0.7144,0.1214,L,L,H,"rgb(143,79,95)"
E01016087,0.3375,0.0138,D,D,D,"rgb(42,144,176)"
E01016088,0.7585,0,F,F,F,"rgb(46,222,100)"
E01016089,0.792,0.0015,G,G,G,"rgb(142,218,58)"
E01016090,0.9984,0,F,F,F,"rgb(34,254,0)"
E01016085,0.728,0.0209,F,F,F,"rgb(86,203,80)"
E01016086,0.4767,0.0019,D,D,D,"rgb(104,180,140)"
E01016091,0.7107,0.0032,F,F,F,"rgb(82,214,89)"
E01016176,0.9157,0.0017,I,I,I,"rgb(172,202,40)"
E01016058,0.9005,0,I,I,H,"rgb(194,206,28)"
E01016059,0.9963,0,H,H,H,"rgb(249,244,0)"
E01016079,0.9959,0.0041,I,I,I,"rgb(242,211,1)"
E01016083,0.9983,0,H,H,H,"rgb(250,233,0)"
E01016084,1,0.0019,H,H,H,"rgb(255,243,0)"
E01016101,0.9983,0.0017,G,G,G,"rgb(209,254,0)"
E01016103,0.9394,0.1989,H,H,H,"rgb(226,186,18)"
E01016104,1,0,H,H,H,"rgb(229,252,0)"
E01016107,1,0,G,G,H,"rgb(230,223,0)"
E01016121,0.8722,0,F,F,F,"rgb(63,242,59)"
E01016122,0.7797,0.2692,L,L,F,"rgb(110,141,90)"
E01016123,0.9249,0.0015,F,F,F,"rgb(95,239,33)"
E01016173,0.9137,0.0317,E,E,F,"rgb(74,222,99)"
E01016078,1,0.0015,I,I,I,"rgb(255,197,0)"
E01016080,0.9954,0.0015,I,I,I,"rgb(247,202,1)"
E01016081,0.9815,0.037,I,I,I,"rgb(243,173,4)"
E01016082,0.9948,0.0017,G,G,G,"rgb(176,251,1)"
E01016050,0.938,0.0044,H,H,H,"rgb(174,240,18)"
E01016051,0.9462,0.0065,H,H,H,"rgb(228,214,16)"
E01016052,0.9641,0.0047,H,H,H,"rgb(185,216,12)"
E01016053,0.798,0.0043,F,F,F,"rgb(100,219,62)"
E01016054,0.921,0.035,I,I,H,"rgb(208,201,23)"
E01016092,0.9984,0,G,G,G,"rgb(117,250,0)"
E01016099,1,0.0016,G,G,G,"rgb(213,254,0)"
E01016100,0.9554,0.0173,H,H,H,"rgb(219,236,14)"
E01016105,0.9653,0.0017,G,G,G,"rgb(204,234,9)"
E01016106,0.9806,0.0018,G,G,G,"rgb(188,252,5)"
E01016168,0.9943,0.0029,E,E,F,"rgb(92,239,75)"
E01016169,0.9648,0,G,G,G,"rgb(141,236,32)"
E01016171,1,0.0149,E,E,E,"rgb(43,240,100)"
E01016172,0.9634,0.0032,F,F,G,"rgb(128,216,21)"
E01016055,1,0,G,G,G,"rgb(182,251,0)"
E01016056,1,0.0015,H,H,H,"rgb(253,227,0)"
E01016057,1,0.0015,H,H,H,"rgb(244,242,0)"
E01016060,1,0,G,G,G,"rgb(159,253,0)"
E01016170,1,0,E,E,E,"rgb(77,244,104)"
E01016796,0.5778,0.0673,A,A,G,"rgb(134,126,107)"
E01016797,0.664,0.0058,A,A,I,"rgb(161,104,87)"
E01016798,0.9697,0.029,I,I,I,"rgb(237,175,7)"
E01016799,0.8071,0.0048,I,X,H,"rgb(154,168,69)"
E01016800,0.677,0.0528,A,A,G,"rgb(139,140,97)"
E01016759,0.8991,0.1577,H,H,H,"rgb(194,154,36)"
E01016760,0.8709,0.0236,L,L,L,"rgb(196,64,46)"
E01016761,0.7176,0.0941,H,H,H,"rgb(165,136,72)"
E01016801,0.6133,0.0067,A,A,F,"rgb(98,159,114)"
E01016802,0.6136,0.051,A,A,G,"rgb(126,126,101)"
E01016803,0.6223,0.023,A,A,G,"rgb(132,146,112)"
E01016786,0.7626,0.003,F,F,F,"rgb(74,211,63)"
E01016787,0.7861,0.0042,H,H,H,"rgb(149,189,59)"
E01016788,0.9968,0.0016,H,H,H,"rgb(254,225,0)"
E01016789,1,0,H,H,I,"rgb(253,182,0)"
E01016790,0.9111,0.0185,H,H,H,"rgb(195,216,29)"
E01016791,0.9664,0.0032,I,I,H,"rgb(217,224,27)"
E01016792,1,0,I,I,I,"rgb(255,191,0)"
E01016793,0.8757,0.0907,G,G,G,"rgb(186,160,35)"
E01016794,0.6154,0.0658,A,A,G,"rgb(143,126,98)"
E01016795,0.5845,0,A,A,F,"rgb(119,135,124)"
E01016762,0.9963,0.0019,H,H,H,"rgb(249,236,4)"
E01016764,0.9825,0.0016,H,H,H,"rgb(250,227,4)"
E01016766,1,0,H,H,H,"rgb(255,240,0)"
E01016767,0.9406,0.0019,I,I,I,"rgb(239,175,15)"
E01016771,0.998,0,H,H,H,"rgb(255,253,0)"
E01016806,0.9462,0.0013,H,H,H,"rgb(231,218,13)"
E01016807,0.9134,0.0156,H,H,H,"rgb(193,231,52)"
E01016809,1,0,H,H,H,"rgb(255,254,0)"
E01016835,0.8387,0.0161,H,H,H,"rgb(199,179,41)"
E01016763,0.9985,0.0031,I,I,I,"rgb(254,192,0)"
E01016769,0.9639,0,I,I,I,"rgb(245,176,9)"
E01016770,0.9984,0,I,I,I,"rgb(255,183,0)"
E01016773,0.9979,0.0021,I,I,J,"rgb(254,126,0)"
E01016836,0.0768,0,A,A,A,"rgb(7,39,244)"
E01016837,0.1118,0.0064,A,A,A,"rgb(28,39,226)"
E01016838,0.3142,0.0032,D,D,D,"rgb(2,167,233)"
E01016841,0.4478,0.0042,A,A,A,"rgb(84,50,142)"
E01016721,0.9984,0,H,H,H,"rgb(255,233,0)"
E01016765,0.952,0.0015,H,H,H,"rgb(241,231,12)"
E01016772,0.9981,0,H,H,H,"rgb(255,238,0)"
E01016804,1,0.0384,H,H,H,"rgb(255,214,0)"
E01016812,0.9539,0.0015,G,G,G,"rgb(203,241,11)"
E01016817,0.6573,0,G,G,G,"rgb(107,190,115)"
E01016818,0.4686,0.0696,A,A,D,"rgb(116,79,137)"
E01016840,0.9432,0.0075,L,L,K,"rgb(227,95,14)"
E01016719,0.8793,0.0015,H,H,H,"rgb(215,214,33)"
E01016722,0.9829,0,H,H,I,"rgb(250,214,4)"
E01016805,1,0,I,I,I,"rgb(255,198,0)"
E01016808,0.8864,0.0018,H,H,H,"rgb(225,211,29)"
E01016810,0.9985,0,H,H,H,"rgb(255,224,0)"
E01016811,1,0,H,H,H,"rgb(228,255,0)"
E01016819,1,0.0212,H,H,H,"rgb(254,240,0)"
E01016839,1,0.0151,H,H,H,"rgb(254,244,0)"
E01016717,0.9985,0.0446,H,H,H,"rgb(255,232,0)"
E01016720,1,0,H,H,H,"rgb(255,226,0)"
E01016723,1,0,H,H,I,"rgb(255,200,0)"
E01016724,0.9985,0.0015,H,H,H,"rgb(255,220,0)"
E01016718,1,0,H,H,H,"rgb(255,247,0)"
E01016729,0.9988,0,H,H,H,"rgb(254,234,0)"
E01016768,0.9912,0.1327,H,H,J,"rgb(255,139,2)"
E01033499,0.9919,0.252,H,H,J,"rgb(253,131,2)"
E01033500,0.9988,0.0734,K,K,K,"rgb(254,53,0)"
E01016776,1,0.0178,I,I,I,"rgb(255,187,0)"
E01016813,0.9985,0,H,H,I,"rgb(254,208,0)"
E01016815,1,0.0036,I,I,I,"rgb(255,202,0)"
E01016816,1,0,I,I,I,"rgb(255,215,0)"
E01016731,0.9832,0.0015,H,H,H,"rgb(246,229,7)"
E01016732,0.9816,0.0202,H,H,I,"rgb(250,206,4)"
E01016784,0.9858,0.0413,H,H,H,"rgb(244,188,6)"
E01033501,0.9986,0.0312,K,K,K,"rgb(255,61,0)"
E01033506,0.9856,0.0131,K,K,K,"rgb(251,85,3)"
E01016783,1,0,J,J,J,"rgb(255,109,0)"
E01016820,0.9975,0.0149,J,J,J,"rgb(254,112,0)"
E01016821,0.9815,0.0018,J,J,J,"rgb(255,125,4)"
E01016823,0.9988,0,I,I,I,"rgb(255,172,0)"
E01033503,0.9546,0.0983,K,K,K,"rgb(235,49,11)"
E01033508,0.9989,0.034,L,L,L,"rgb(255,16,0)"
E01033509,0.9964,0.4727,L,L,L,"rgb(255,7,0)"
E01033511,1,0.0685,K,K,K,"rgb(255,52,0)"
E01033512,0.9927,0.3573,L,L,L,"rgb(252,38,1)"
E01016726,1,0,H,H,H,"rgb(255,235,0)"
E01016733,0.9984,0.0163,H,H,H,"rgb(255,227,0)"
E01016845,0.9986,0.0014,H,H,H,"rgb(254,223,0)"
E01016846,0.9985,0,H,H,H,"rgb(255,254,0)"
E01016848,0.9546,0,H,H,H,"rgb(255,226,11)"
E01016780,0.997,0.003,I,I,I,"rgb(253,175,1)"
E01016781,0.963,0.0035,J,J,J,"rgb(244,151,9)"
E01016814,0.8642,0.5958,L,L,L,"rgb(195,72,35)"
E01033505,0.9982,0.0972,L,L,L,"rgb(254,19,0)"
E01033522,0.9974,0.1073,K,K,K,"rgb(254,63,0)"
E01033523,1,0,K,K,K,"rgb(255,64,0)"
E01033525,0.9994,0.62,L,L,L,"rgb(255,45,0)"
E01016774,0.9401,0.0028,I,I,I,"rgb(227,140,17)"
E01016775,0.9148,0.0028,I,I,I,"rgb(230,174,21)"
E01016777,1,0,I,I,I,"rgb(255,188,0)"
E01016778,0.9816,0.0014,I,I,I,"rgb(243,169,10)"
E01016725,1,0,I,I,I,"rgb(255,191,0)"
E01016727,1,0.0015,H,H,I,"rgb(255,210,0)"
E01016728,0.9986,0.0027,J,J,J,"rgb(254,140,0)"
E01016847,0.9989,0.0112,H,H,H,"rgb(255,180,0)"
E01016822,0.9985,0,J,J,J,"rgb(255,141,0)"
E01016824,1,0,J,J,J,"rgb(255,148,0)"
E01016825,0.9985,0,I,I,I,"rgb(254,181,0)"
E01016827,0.9863,0,J,J,J,"rgb(255,160,3)"
E01016828,0.9854,0.004,J,J,J,"rgb(254,134,3)"
E01016842,1,0,H,H,H,"rgb(255,254,0)"
E01016843,0.9982,0,H,H,H,"rgb(254,253,0)"
E01016844,1,0,H,H,H,"rgb(255,242,0)"
E01033497,0.9019,0.073,L,L,K,"rgb(227,93,25)"
E01033498,0.9189,0.1279,H,H,H,"rgb(222,135,27)"
E01016734,0.733,0.2531,L,L,G,"rgb(140,122,78)"
E01016735,0.8703,0.3762,L,L,L,"rgb(205,70,38)"
E01016736,0.5244,0.0876,A,A,E,"rgb(96,125,126)"
E01016826,0.9982,0,J,J,J,"rgb(255,125,0)"
E01016752,0.9645,0.0016,J,J,J,"rgb(241,123,12)"
E01016753,0.9891,0,J,J,J,"rgb(255,111,2)"
E01016755,0.9972,0,I,I,I,"rgb(254,165,0)"
E01033514,0.9985,0.0015,K,K,K,"rgb(254,51,0)"
E01033515,0.9839,0.0015,K,K,K,"rgb(243,89,9)"
E01033517,1,0,K,K,K,"rgb(255,63,0)"
E01016754,0.9987,0.0027,I,I,I,"rgb(255,198,0)"
E01016756,0.999,0,I,I,J,"rgb(255,137,0)"
E01016757,1,0,H,H,H,"rgb(254,247,0)"
E01016758,0.9985,0,J,J,J,"rgb(255,144,0)"
E01016737,0.9985,0,G,G,G,"rgb(182,198,0)"
E01016738,0.9988,0.0025,F,F,F,"rgb(68,210,19)"
E01016739,0.9983,0,H,H,H,"rgb(235,244,0)"
E01016740,0.9966,0.0017,G,G,G,"rgb(161,249,4)"
E01016741,1,0.0148,F,F,F,"rgb(58,249,25)"
E01016748,0.9771,0.0126,J,J,J,"rgb(255,118,5)"
E01016750,0.9984,0,I,I,I,"rgb(255,171,0)"
E01016751,1,0,J,J,J,"rgb(255,128,0)"
E01033519,0.9991,0.211,K,K,K,"rgb(254,53,0)"
E01033520,0.9985,0.003,K,K,K,"rgb(254,87,0)"
E01016829,0.8866,0.0154,F,F,F,"rgb(91,217,50)"
E01016831,0.9968,0.0016,H,H,H,"rgb(227,245,0)"
E01016832,0.998,0,G,G,G,"rgb(122,253,23)"
E01016833,1,0,I,I,H,"rgb(230,216,0)"
E01016834,1,0.0015,F,F,F,"rgb(25,247,58)"
E01016710,0.8012,0.0402,E,E,E,"rgb(25,221,120)"
E01016714,0.4852,0.034,A,X,E,"rgb(111,110,137)"
E01016716,0.5376,0.1156,L,L,F,"rgb(118,82,119)"
E01016745,0.967,0.0016,H,H,G,"rgb(159,249,11)"
E01016711,0.8554,0.0487,L,L,I,"rgb(154,121,42)"
E01016713,0.9048,0,F,F,F,"rgb(102,215,29)"
E01016715,0.8637,0.0148,E,E,E,"rgb(23,226,148)"
E01016830,1,0,I,I,I,"rgb(254,188,0)"
E01016742,0.9985,0,G,G,G,"rgb(210,254,0)"
E01016743,0.9948,0.3045,L,L,L,"rgb(246,80,1)"
E01016744,1,0,G,G,G,"rgb(199,230,0)"
E01016746,0.7686,0.0054,G,G,G,"rgb(135,213,79)"
E01017112,0.6568,0,E,E,E,"rgb(12,225,201)"
E01017115,0.998,0.002,E,E,E,"rgb(21,242,171)"
E01017117,0.9817,0,E,E,E,"rgb(111,236,100)"
E01017119,1,0.003,E,E,E,"rgb(15,246,177)"
E01017120,0.9986,0,E,E,E,"rgb(42,243,129)"
E01017051,0.5358,0.0121,D,D,E,"rgb(76,146,135)"
E01017052,0.5246,0,D,D,E,"rgb(43,188,155)"
E01017053,0.6188,0,F,F,E,"rgb(10,224,127)"
E01017118,0.2794,0,D,D,D,"rgb(37,194,208)"
E01017050,0.6584,0.0131,I,X,H,"rgb(165,160,87)"
E01017061,0.4091,0.0076,C,C,D,"rgb(49,172,159)"
E01017063,0.3894,0,D,D,D,"rgb(16,209,174)"
E01017064,0.5743,0.0967,D,D,F,"rgb(81,164,115)"
E01017054,0.1369,0,D,D,D,"rgb(26,155,220)"
E01017113,0.7216,0.0175,E,E,E,"rgb(79,188,138)"
E01017114,1,0.0337,I,I,I,"rgb(242,178,0)"
E01017116,0.9573,0,F,F,F,"rgb(54,217,57)"
E01017055,0.417,0.0014,D,X,D,"rgb(71,151,165)"
E01017056,0.0272,0,D,D,D,"rgb(5,185,248)"
E01017057,0.04,0,D,D,D,"rgb(1,191,248)"
E01017058,0.5472,0,D,D,F,"rgb(57,168,117)"
E01017060,0.8371,0.1244,E,E,E,"rgb(80,188,122)"
E01017086,0.06,0.0188,D,D,D,"rgb(13,163,240)"
E01017089,0.6677,0,C,C,G,"rgb(124,142,93)"
E01017090,0.6658,0.0531,D,D,F,"rgb(119,175,95)"
E01017091,0.8113,0,G,G,G,"rgb(126,215,77)"
E01017092,0.2982,0.0029,D,D,D,"rgb(56,176,178)"
E01017014,0.0387,0,B,B,C,"rgb(1,120,245)"
E01017046,0.9987,0,I,I,I,"rgb(254,195,0)"
E01017047,0.0782,0,C,C,C,"rgb(13,141,235)"
E01017048,0.0236,0,D,D,D,"rgb(5,176,249)"
E01017085,0.7962,0,I,I,H,"rgb(193,203,51)"
E01017084,0.134,0.0016,D,D,C,"rgb(29,129,223)"
E01017087,0.053,0.0016,B,B,B,"rgb(5,78,244)"
E01017088,0.1462,0,B,B,B,"rgb(35,79,217)"
E01017105,0.2043,0,A,A,A,"rgb(51,51,203)"
E01017107,0.0893,0,A,A,A,"rgb(22,29,232)"
E01017104,0.043,0,D,D,C,"rgb(10,104,244)"
E01017106,0.2098,0,A,A,B,"rgb(37,69,201)"
E01017108,0.1085,0,A,A,A,"rgb(26,37,227)"
E01017109,0.1388,0.0015,A,A,A,"rgb(12,60,231)"
E01017041,0.023,0,B,B,B,"rgb(5,87,249)"
E01017043,0.0093,0.0019,B,B,B,"rgb(1,48,252)"
E01017044,0.0795,0,A,A,B,"rgb(1,49,249)"
E01017049,0.0051,0.0017,C,C,C,"rgb(0,139,254)"
E01017110,0.14,0.0033,A,A,A,"rgb(5,40,241)"
E01017111,0.1262,0.004,A,A,A,"rgb(21,31,227)"
E01017013,0.128,0,B,B,B,"rgb(24,56,225)"
E01017042,0.1125,0,B,B,B,"rgb(28,62,226)"
E01017045,0.0431,0,A,A,A,"rgb(5,22,247)"
E01017075,0.1035,0,A,A,A,"rgb(19,17,231)"
E01017082,0.1117,0.0014,A,A,A,"rgb(21,28,226)"
E01017083,0.0848,0.0146,B,B,B,"rgb(18,46,235)"
E01017036,0.7159,0.0349,G,G,G,"rgb(140,154,82)"
E01017037,0.9707,0,F,F,G,"rgb(127,239,21)"
E01017038,0.9246,0.1072,F,F,G,"rgb(122,199,27)"
E01017102,0.7922,0.0012,H,H,H,"rgb(189,165,57)"
E01017103,0.9638,0,H,H,H,"rgb(218,248,16)"
E01017015,0.2343,0.0153,D,D,D,"rgb(8,182,195)"
E01017016,0.0633,0,B,B,B,"rgb(8,82,241)"
E01017017,0.0994,0.0016,D,D,D,"rgb(24,176,229)"
E01017018,0.0836,0,C,C,C,"rgb(4,136,245)"
E01017019,0.3264,0,A,A,C,"rgb(73,86,179)"
E01017020,0.5968,0,C,C,F,"rgb(98,151,104)"
E01017076,0.1217,0,A,A,A,"rgb(15,35,226)"
E01017077,0.5519,0.0104,A,A,F,"rgb(119,95,116)"
E01017078,0.0776,0,A,A,A,"rgb(4,24,240)"
E01017079,0.1289,0.0171,A,A,A,"rgb(23,19,222)"
E01017080,0.2743,0,A,A,A,"rgb(61,40,187)"
E01017081,0.0162,0,A,A,A,"rgb(3,8,251)"
E01017031,0.8598,0.001,H,H,H,"rgb(186,169,41)"
E01017032,0.8912,0.4456,L,L,K,"rgb(184,95,41)"
E01017034,0.726,0.3868,L,L,L,"rgb(186,103,71)"
E01017039,0.7573,0,H,H,G,"rgb(124,163,84)"
E01017040,0.8261,0,F,F,F,"rgb(77,208,86)"
E01033381,0.9978,0.0998,K,K,K,"rgb(220,83,2)"
E01033383,0.8112,0.0014,F,F,F,"rgb(122,161,59)"
E01017021,0.9985,0,G,G,H,"rgb(221,184,0)"
E01017093,0.7552,0.0542,F,F,F,"rgb(97,180,79)"
E01017096,0.2197,0,A,A,B,"rgb(52,91,199)"
E01017099,0.5737,0.0426,L,L,I,"rgb(145,53,108)"
E01017100,0.0413,0,C,C,C,"rgb(5,119,244)"
E01017101,0.1462,0.0145,B,B,B,"rgb(26,85,220)"
E01017035,0.9988,0.073,G,G,G,"rgb(202,216,7)"
E01017128,0.1235,0,A,A,A,"rgb(16,26,232)"
E01017129,0.112,0,A,A,A,"rgb(26,22,226)"
E01017130,0.969,0.0291,G,G,G,"rgb(133,213,30)"
E01017132,0.9158,0.001,G,G,G,"rgb(149,195,35)"
E01017133,0.7411,0.0215,A,A,F,"rgb(123,159,84)"
E01017023,0.0173,0,B,B,B,"rgb(3,43,250)"
E01017025,0.0542,0.0013,A,A,A,"rgb(4,19,243)"
E01017026,0.3443,0.0013,B,B,B,"rgb(58,78,184)"
E01017029,0.1419,0,B,B,B,"rgb(35,81,218)"
E01017030,0.0323,0,A,A,A,"rgb(0,28,247)"
E01017022,0.3432,0,A,A,A,"rgb(72,71,167)"
E01017024,0.1005,0.0147,A,A,A,"rgb(8,21,231)"
E01017027,0.0755,0,A,A,A,"rgb(11,20,238)"
E01017028,0.1217,0.0916,A,A,A,"rgb(30,7,224)"
E01017124,0.1299,0.0012,A,A,A,"rgb(18,30,224)"
E01017094,0.0475,0,B,B,B,"rgb(4,69,245)"
E01017095,0.2617,0.0011,B,B,B,"rgb(62,61,190)"
E01017097,0.0933,0.0131,A,A,B,"rgb(20,41,233)"
E01017098,0.2535,0.0423,A,A,B,"rgb(60,53,193)"
E01017122,0.2316,0.001,A,A,A,"rgb(48,58,196)"
E01017125,0.4133,0,A,A,A,"rgb(90,81,154)"
E01017127,0.1072,0,A,A,A,"rgb(11,27,231)"
E01017135,0.5232,0,A,A,E,"rgb(66,133,143)"
E01017067,0.3119,0,C,C,C,"rgb(70,113,175)"
E01017068,0.2627,0.001,A,A,A,"rgb(66,46,188)"
E01017069,0.0766,0.0014,B,B,B,"rgb(4,63,235)"
E01017070,0.2337,0,A,A,B,"rgb(45,85,197)"
E01017074,1,0.0012,H,H,H,"rgb(180,207,27)"
E01017073,0.3794,0.0883,A,A,A,"rgb(89,63,158)"
E01017123,0.2662,0.0008,A,A,A,"rgb(46,61,191)"
E01017131,0.7285,0.0121,A,A,G,"rgb(133,161,83)"
E01033380,0.827,0,K,K,K,"rgb(210,60,44)"
E01033384,0.8537,0,I,I,H,"rgb(172,180,41)"
E01017071,0.021,0,A,A,A,"rgb(7,15,249)"
E01017072,0.2929,0.0015,A,A,B,"rgb(44,104,183)"
E01017121,0.3482,0,A,A,A,"rgb(75,84,168)"
E01017126,0.2125,0.0035,A,A,A,"rgb(51,39,203)"
E01017059,0.3605,0.0015,D,D,D,"rgb(41,187,171)"
E01017062,0.7034,0.0016,D,D,E,"rgb(56,227,117)"
E01017066,0.7784,0.0026,E,E,E,"rgb(85,203,120)"
E01032604,0.3349,0,C,C,D,"rgb(55,174,178)"
E01016407,0.7397,0.003,G,G,G,"rgb(154,197,72)"
E01016408,0.9967,0.0526,G,G,G,"rgb(198,239,0)"
E01016410,0.75,0.0701,K,K,G,"rgb(162,154,66)"
E01016411,0.7933,0.0029,G,G,F,"rgb(107,218,80)"
E01016412,0.9967,0.0017,G,G,G,"rgb(197,250,0)"
E01016386,0.7453,0.0068,F,F,F,"rgb(102,199,74)"
E01016387,0.6396,0.0049,D,D,F,"rgb(87,212,116)"
E01016425,0.668,0.0028,F,F,F,"rgb(95,166,92)"
E01016426,0.2827,0.0017,B,B,C,"rgb(44,131,186)"
E01016430,0.7825,0.0019,J,J,J,"rgb(169,157,59)"
E01016364,0.239,0.0167,B,B,B,"rgb(56,95,194)"
E01016409,0.8976,0,E,E,F,"rgb(105,203,86)"
E01016427,0.7701,0.0029,H,X,G,"rgb(125,205,86)"
E01016428,0.7002,0.0528,G,G,G,"rgb(119,162,90)"
E01016429,0.2018,0,D,D,D,"rgb(32,190,203)"
E01016362,0.4877,0.0123,A,A,E,"rgb(113,85,142)"
E01016363,0.9313,0,J,J,J,"rgb(226,131,17)"
E01016365,0.3728,0,A,A,B,"rgb(88,87,160)"
E01016366,0.4722,0.0014,J,J,D,"rgb(106,125,137)"
E01016367,0.5498,0.0027,A,A,F,"rgb(100,145,115)"
E01016380,0.6997,0.0027,F,F,F,"rgb(94,176,84)"
E01016383,0.9525,0,H,H,H,"rgb(217,229,12)"
E01016384,0.7082,0.0334,F,F,F,"rgb(88,190,77)"
E01016431,0.6075,0.0031,E,X,E,"rgb(78,169,133)"
E01016432,0.8923,0.0046,G,G,H,"rgb(188,200,33)"
E01016381,0.4128,0.0037,F,F,D,"rgb(11,197,149)"
